item_id,path,has_obj,has_mtl,has_pcd,has_keypoints,has_border,textures,all_files,category,source_format,converted_to,metadata_notes,analysis_success,status
DSNS_Dress056_1,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress056_1.glb,True,True,True,True,True,"['Dress056_diffuse_1001.png', 'Dress056_displacement_1001.png', 'Dress056_metallicroughness_1001.png', 'Dress056_metalness_1001.png', 'Dress056_normal_1001.png', 'Dress056_opacity_1001.png', 'Dress056_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress056.mtl', 'Dress056_diffuse_1001.png', 'Dress056_displacement_1001.png', 'Dress056_metallicroughness_1001.png', 'Dress056_metalness_1001.png', 'Dress056_normal_1001.png', 'Dress056_opacity_1001.png', 'Dress056_roughness_1001.png', 'DSNS_Dress056_1.obj', 'DSNS_Dress056_1.pcd', 'kp_DSNS_Dress056_1.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress075,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress075.glb,True,True,True,True,True,"['Dress075_diffuse_1001.png', 'Dress075_displacement_1001.png', 'Dress075_metallicroughness_1001.png', 'Dress075_metalness_1001.png', 'Dress075_normal_1001.png', 'Dress075_opacity_1001.png', 'Dress075_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress075.mtl', 'Dress075_diffuse_1001.png', 'Dress075_displacement_1001.png', 'Dress075_metallicroughness_1001.png', 'Dress075_metalness_1001.png', 'Dress075_normal_1001.png', 'Dress075_opacity_1001.png', 'Dress075_roughness_1001.png', 'DSNS_Dress075.obj', 'DSNS_Dress075.pcd', 'kp_DSNS_Dress075.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress077,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress077.glb,True,True,True,True,True,"['Dress077_diffuse_1001.png', 'Dress077_displacement_1001.png', 'Dress077_metallicroughness_1001.png', 'Dress077_metalness_1001.png', 'Dress077_normal_1001.png', 'Dress077_opacity_1001.png', 'Dress077_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress077.mtl', 'Dress077_diffuse_1001.png', 'Dress077_displacement_1001.png', 'Dress077_metallicroughness_1001.png', 'Dress077_metalness_1001.png', 'Dress077_normal_1001.png', 'Dress077_opacity_1001.png', 'Dress077_roughness_1001.png', 'DSNS_Dress077.obj', 'DSNS_Dress077.pcd', 'kp_DSNS_Dress077.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress087,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress087.glb,True,True,True,True,True,"['dress087_diffuse_1001.png', 'dress087_displacement_1001.png', 'dress087_metallicroughness_1001.png', 'dress087_metalness_1001.png', 'dress087_normal_1001.png', 'dress087_opacity_1001.png', 'dress087_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'dress087.mtl', 'dress087_diffuse_1001.png', 'dress087_displacement_1001.png', 'dress087_metallicroughness_1001.png', 'dress087_metalness_1001.png', 'dress087_normal_1001.png', 'dress087_opacity_1001.png', 'dress087_roughness_1001.png', 'DSNS_dress087.obj', 'DSNS_dress087.pcd', 'kp_DSNS_dress087.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress089,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress089.glb,True,True,True,True,True,"['dress089_diffuse_1001.png', 'dress089_displacement_1001.png', 'dress089_metallicroughness_1001.png', 'dress089_metalness_1001.png', 'dress089_normal_1001.png', 'dress089_opacity_1001.png', 'dress089_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'dress089.mtl', 'dress089_diffuse_1001.png', 'dress089_displacement_1001.png', 'dress089_metallicroughness_1001.png', 'dress089_metalness_1001.png', 'dress089_normal_1001.png', 'dress089_opacity_1001.png', 'dress089_roughness_1001.png', 'DSNS_dress089.obj', 'DSNS_dress089.pcd', 'kp_DSNS_dress089.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress090,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress090.glb,True,True,True,True,True,"['dress090_diffuse_1001.png', 'dress090_displacement_1001.png', 'dress090_metallicroughness_1001.png', 'dress090_metalness_1001.png', 'dress090_normal_1001.png', 'dress090_opacity_1001.png', 'dress090_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'dress090.mtl', 'dress090_diffuse_1001.png', 'dress090_displacement_1001.png', 'dress090_metallicroughness_1001.png', 'dress090_metalness_1001.png', 'dress090_normal_1001.png', 'dress090_opacity_1001.png', 'dress090_roughness_1001.png', 'DSNS_dress090.obj', 'DSNS_dress090.pcd', 'kp_DSNS_dress090.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress1,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress1.glb,True,True,True,True,True,['texture.png'],"['009.obj.mtl', 'border.obj', 'border.obj.mtl', 'DSNS_dress1.obj', 'DSNS_dress1.pcd', 'kp_DSNS_dress1.pcd', 'texture.png']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress104,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress104.glb,True,True,True,True,True,"['Dress104_diffuse_1001.png', 'Dress104_displacement_1001.png', 'Dress104_metallicroughness_1001.png', 'Dress104_metalness_1001.png', 'Dress104_normal_1001.png', 'Dress104_opacity_1001.png', 'Dress104_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress104.mtl', 'Dress104_diffuse_1001.png', 'Dress104_displacement_1001.png', 'Dress104_metallicroughness_1001.png', 'Dress104_metalness_1001.png', 'Dress104_normal_1001.png', 'Dress104_opacity_1001.png', 'Dress104_roughness_1001.png', 'DSNS_Dress104.obj', 'DSNS_Dress104.pcd', 'kp_DSNS_Dress104.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress106,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress106.glb,True,True,True,True,True,"['Dress106_diffuse_1001.png', 'Dress106_displacement_1001.png', 'Dress106_metallicroughness_1001.png', 'Dress106_metalness_1001.png', 'Dress106_normal_1001.png', 'Dress106_opacity_1001.png', 'Dress106_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress106.mtl', 'Dress106_diffuse_1001.png', 'Dress106_displacement_1001.png', 'Dress106_metallicroughness_1001.png', 'Dress106_metalness_1001.png', 'Dress106_normal_1001.png', 'Dress106_opacity_1001.png', 'Dress106_roughness_1001.png', 'DSNS_Dress106.obj', 'DSNS_Dress106.pcd', 'kp_DSNS_Dress106.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress109,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress109.glb,True,True,True,True,True,"['Dress109_diffuse_1001.png', 'Dress109_displacement_1001.png', 'Dress109_metallicroughness_1001.png', 'Dress109_metalness_1001.png', 'Dress109_normal_1001.png', 'Dress109_opacity_1001.png', 'Dress109_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress109.mtl', 'Dress109_diffuse_1001.png', 'Dress109_displacement_1001.png', 'Dress109_metallicroughness_1001.png', 'Dress109_metalness_1001.png', 'Dress109_normal_1001.png', 'Dress109_opacity_1001.png', 'Dress109_roughness_1001.png', 'DSNS_Dress109.obj', 'DSNS_Dress109.pcd', 'kp_DSNS_Dress109.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress11,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress11.glb,True,True,True,True,True,['texture.png'],"['border.obj', 'border.obj.mtl', 'DSNS_dress11.obj', 'DSNS_dress11.pcd', 'kp_DSNS_dress11.pcd', 'texture.png', 'uploads_files_2748513_Dress.obj.mtl']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress112,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress112.glb,True,True,True,True,True,"['Dress112_diffuse_1001.png', 'Dress112_displacement_1001.png', 'Dress112_metallicroughness_1001.png', 'Dress112_metalness_1001.png', 'Dress112_normal_1001.png', 'Dress112_opacity_1001.png', 'Dress112_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress112.mtl', 'Dress112_diffuse_1001.png', 'Dress112_displacement_1001.png', 'Dress112_metallicroughness_1001.png', 'Dress112_metalness_1001.png', 'Dress112_normal_1001.png', 'Dress112_opacity_1001.png', 'Dress112_roughness_1001.png', 'DSNS_Dress112.obj', 'DSNS_Dress112.pcd', 'kp_DSNS_Dress112.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress113,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress113.glb,True,True,True,True,True,"['Dress113_diffuse_1001.png', 'Dress113_displacement_1001.png', 'Dress113_metallicroughness_1001.png', 'Dress113_metalness_1001.png', 'Dress113_normal_1001.png', 'Dress113_opacity_1001.png', 'Dress113_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress113.mtl', 'Dress113_diffuse_1001.png', 'Dress113_displacement_1001.png', 'Dress113_metallicroughness_1001.png', 'Dress113_metalness_1001.png', 'Dress113_normal_1001.png', 'Dress113_opacity_1001.png', 'Dress113_roughness_1001.png', 'DSNS_Dress113.obj', 'DSNS_Dress113.pcd', 'kp_DSNS_Dress113.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress115,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress115.glb,True,True,True,True,True,"['Dress115_diffuse_1001.png', 'Dress115_displacement_1001.png', 'Dress115_metallicroughness_1001.png', 'Dress115_metalness_1001.png', 'Dress115_normal_1001.png', 'Dress115_opacity_1001.png', 'Dress115_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress115.mtl', 'Dress115_diffuse_1001.png', 'Dress115_displacement_1001.png', 'Dress115_metallicroughness_1001.png', 'Dress115_metalness_1001.png', 'Dress115_normal_1001.png', 'Dress115_opacity_1001.png', 'Dress115_roughness_1001.png', 'DSNS_Dress115.obj', 'DSNS_Dress115.pcd', 'kp_DSNS_Dress115.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress117,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress117.glb,True,True,True,True,True,"['Dress117_diffuse_1001.png', 'Dress117_displacement_1001.png', 'Dress117_metallicroughness_1001.png', 'Dress117_metalness_1001.png', 'Dress117_normal_1001.png', 'Dress117_opacity_1001.png', 'Dress117_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress117.mtl', 'Dress117_diffuse_1001.png', 'Dress117_displacement_1001.png', 'Dress117_metallicroughness_1001.png', 'Dress117_metalness_1001.png', 'Dress117_normal_1001.png', 'Dress117_opacity_1001.png', 'Dress117_roughness_1001.png', 'DSNS_Dress117.obj', 'DSNS_Dress117.pcd', 'kp_DSNS_Dress117.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress120,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress120.glb,True,True,True,True,True,"['Dress120_diffuse_1001.png', 'Dress120_displacement_1001.png', 'Dress120_metallicroughness_1001.png', 'Dress120_metalness_1001.png', 'Dress120_normal_1001.png', 'Dress120_opacity_1001.png', 'Dress120_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress120.mtl', 'Dress120_diffuse_1001.png', 'Dress120_displacement_1001.png', 'Dress120_metallicroughness_1001.png', 'Dress120_metalness_1001.png', 'Dress120_normal_1001.png', 'Dress120_opacity_1001.png', 'Dress120_roughness_1001.png', 'DSNS_Dress120.obj', 'DSNS_Dress120.pcd', 'kp_DSNS_Dress120.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress121,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress121.glb,True,True,True,True,True,"['Dress121_diffuse_1001.png', 'Dress121_displacement_1001.png', 'Dress121_metallicroughness_1001.png', 'Dress121_metalness_1001.png', 'Dress121_normal_1001.png', 'Dress121_opacity_1001.png', 'Dress121_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress121.mtl', 'Dress121_diffuse_1001.png', 'Dress121_displacement_1001.png', 'Dress121_metallicroughness_1001.png', 'Dress121_metalness_1001.png', 'Dress121_normal_1001.png', 'Dress121_opacity_1001.png', 'Dress121_roughness_1001.png', 'DSNS_Dress121.obj', 'DSNS_Dress121.pcd', 'kp_DSNS_Dress121.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress122,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress122.glb,True,True,True,True,True,"['Dress122_diffuse_1001.png', 'Dress122_displacement_1001.png', 'Dress122_metallicroughness_1001.png', 'Dress122_metalness_1001.png', 'Dress122_normal_1001.png', 'Dress122_opacity_1001.png', 'Dress122_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress122.mtl', 'Dress122_diffuse_1001.png', 'Dress122_displacement_1001.png', 'Dress122_metallicroughness_1001.png', 'Dress122_metalness_1001.png', 'Dress122_normal_1001.png', 'Dress122_opacity_1001.png', 'Dress122_roughness_1001.png', 'DSNS_Dress122.obj', 'DSNS_Dress122.pcd', 'kp_DSNS_Dress122.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress124,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress124.glb,True,True,True,True,True,"['Dress124_diffuse_1001.png', 'Dress124_displacement_1001.png', 'Dress124_metallicroughness_1001.png', 'Dress124_metalness_1001.png', 'Dress124_normal_1001.png', 'Dress124_opacity_1001.png', 'Dress124_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress124.mtl', 'Dress124_diffuse_1001.png', 'Dress124_displacement_1001.png', 'Dress124_metallicroughness_1001.png', 'Dress124_metalness_1001.png', 'Dress124_normal_1001.png', 'Dress124_opacity_1001.png', 'Dress124_roughness_1001.png', 'DSNS_Dress124.obj', 'DSNS_Dress124.pcd', 'kp_DSNS_Dress124.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress126,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress126.glb,True,True,True,True,True,"['Dress126_diffuse_1001.png', 'Dress126_displacement_1001.png', 'Dress126_metallicroughness_1001.png', 'Dress126_metalness_1001.png', 'Dress126_normal_1001.png', 'Dress126_opacity_1001.png', 'Dress126_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress126.mtl', 'Dress126_diffuse_1001.png', 'Dress126_displacement_1001.png', 'Dress126_metallicroughness_1001.png', 'Dress126_metalness_1001.png', 'Dress126_normal_1001.png', 'Dress126_opacity_1001.png', 'Dress126_roughness_1001.png', 'DSNS_Dress126.obj', 'DSNS_Dress126.pcd', 'kp_DSNS_Dress126.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress128,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress128.glb,True,True,True,True,True,"['Dress128_diffuse_1001.png', 'Dress128_displacement_1001.png', 'Dress128_metallicroughness_1001.png', 'Dress128_metalness_1001.png', 'Dress128_normal_1001.png', 'Dress128_opacity_1001.png', 'Dress128_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress128.mtl', 'Dress128_diffuse_1001.png', 'Dress128_displacement_1001.png', 'Dress128_metallicroughness_1001.png', 'Dress128_metalness_1001.png', 'Dress128_normal_1001.png', 'Dress128_opacity_1001.png', 'Dress128_roughness_1001.png', 'DSNS_Dress128.obj', 'DSNS_Dress128.pcd', 'kp_DSNS_Dress128.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress130,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress130.glb,True,True,True,True,True,"['Dress130_diffuse_1001.png', 'Dress130_displacement_1001.png', 'Dress130_metallicroughness_1001.png', 'Dress130_metalness_1001.png', 'Dress130_normal_1001.png', 'Dress130_opacity_1001.png', 'Dress130_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress130.mtl', 'Dress130_diffuse_1001.png', 'Dress130_displacement_1001.png', 'Dress130_metallicroughness_1001.png', 'Dress130_metalness_1001.png', 'Dress130_normal_1001.png', 'Dress130_opacity_1001.png', 'Dress130_roughness_1001.png', 'DSNS_Dress130.obj', 'DSNS_Dress130.pcd', 'kp_DSNS_Dress130.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress145,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress145.glb,True,True,True,True,True,"['dress145_diffuse_1001.png', 'dress145_displacement_1001.png', 'dress145_metallicroughness_1001.png', 'dress145_metalness_1001.png', 'dress145_normal_1001.png', 'dress145_opacity_1001.png', 'dress145_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'dress145.mtl', 'dress145_diffuse_1001.png', 'dress145_displacement_1001.png', 'dress145_metallicroughness_1001.png', 'dress145_metalness_1001.png', 'dress145_normal_1001.png', 'dress145_opacity_1001.png', 'dress145_roughness_1001.png', 'DSNS_dress145.obj', 'DSNS_dress145.pcd', 'kp_DSNS_dress145.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress147,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress147.glb,True,True,True,True,True,"['dress147_diffuse_1001.png', 'dress147_displacement_1001.png', 'dress147_metallicroughness_1001.png', 'dress147_metalness_1001.png', 'dress147_normal_1001.png', 'dress147_opacity_1001.png', 'dress147_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'dress147.mtl', 'dress147_diffuse_1001.png', 'dress147_displacement_1001.png', 'dress147_metallicroughness_1001.png', 'dress147_metalness_1001.png', 'dress147_normal_1001.png', 'dress147_opacity_1001.png', 'dress147_roughness_1001.png', 'DSNS_dress147.obj', 'DSNS_dress147.pcd', 'kp_DSNS_dress147.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_dress15,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_dress15.glb,True,True,True,True,True,['texture.png'],"['border.obj', 'border.obj.mtl', 'DSNS_dress15.obj', 'DSNS_dress15.pcd', 'kp_DSNS_dress15.pcd', 'texture.png', 'uploads_files_3203362_Dress.obj.mtl']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress150,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress150.glb,True,True,True,True,True,"['Dress150_diffuse_1001.png', 'Dress150_displacement_1001.png', 'Dress150_metallicroughness_1001.png', 'Dress150_metalness_1001.png', 'Dress150_normal_1001.png', 'Dress150_opacity_1001.png', 'Dress150_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress150.mtl', 'Dress150_diffuse_1001.png', 'Dress150_displacement_1001.png', 'Dress150_metallicroughness_1001.png', 'Dress150_metalness_1001.png', 'Dress150_normal_1001.png', 'Dress150_opacity_1001.png', 'Dress150_roughness_1001.png', 'DSNS_Dress150.obj', 'DSNS_Dress150.pcd', 'kp_DSNS_Dress150.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress151,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress151.glb,True,True,True,True,True,"['Dress151_diffuse_1001.png', 'Dress151_displacement_1001.png', 'Dress151_metallicroughness_1001.png', 'Dress151_metalness_1001.png', 'Dress151_normal_1001.png', 'Dress151_opacity_1001.png', 'Dress151_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress151.mtl', 'Dress151_diffuse_1001.png', 'Dress151_displacement_1001.png', 'Dress151_metallicroughness_1001.png', 'Dress151_metalness_1001.png', 'Dress151_normal_1001.png', 'Dress151_opacity_1001.png', 'Dress151_roughness_1001.png', 'DSNS_Dress151.obj', 'DSNS_Dress151.pcd', 'kp_DSNS_Dress151.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress157,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress157.glb,True,True,True,True,True,"['Dress157_diffuse_1001.png', 'Dress157_displacement_1001.png', 'Dress157_metallicroughness_1001.png', 'Dress157_metalness_1001.png', 'Dress157_normal_1001.png', 'Dress157_opacity_1001.png', 'Dress157_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress157.mtl', 'Dress157_diffuse_1001.png', 'Dress157_displacement_1001.png', 'Dress157_metallicroughness_1001.png', 'Dress157_metalness_1001.png', 'Dress157_normal_1001.png', 'Dress157_opacity_1001.png', 'Dress157_roughness_1001.png', 'DSNS_Dress157.obj', 'DSNS_Dress157.pcd', 'kp_DSNS_Dress157.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress158,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress158.glb,True,True,True,True,True,"['Dress158_diffuse_1001.png', 'Dress158_displacement_1001.png', 'Dress158_metallicroughness_1001.png', 'Dress158_metalness_1001.png', 'Dress158_normal_1001.png', 'Dress158_opacity_1001.png', 'Dress158_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress158.mtl', 'Dress158_diffuse_1001.png', 'Dress158_displacement_1001.png', 'Dress158_metallicroughness_1001.png', 'Dress158_metalness_1001.png', 'Dress158_normal_1001.png', 'Dress158_opacity_1001.png', 'Dress158_roughness_1001.png', 'DSNS_Dress158.obj', 'DSNS_Dress158.pcd', 'kp_DSNS_Dress158.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress159,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress159.glb,True,True,True,True,True,"['Dress159_diffuse_1001.png', 'Dress159_displacement_1001.png', 'Dress159_metallicroughness_1001.png', 'Dress159_metalness_1001.png', 'Dress159_normal_1001.png', 'Dress159_opacity_1001.png', 'Dress159_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress159.mtl', 'Dress159_diffuse_1001.png', 'Dress159_displacement_1001.png', 'Dress159_metallicroughness_1001.png', 'Dress159_metalness_1001.png', 'Dress159_normal_1001.png', 'Dress159_opacity_1001.png', 'Dress159_roughness_1001.png', 'DSNS_Dress159.obj', 'DSNS_Dress159.pcd', 'kp_DSNS_Dress159.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSNS_Dress161,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSNS_Dress161.glb,True,True,True,True,True,"['Dress161_diffuse_1001.png', 'Dress161_displacement_1001.png', 'Dress161_metallicroughness_1001.png', 'Dress161_metalness_1001.png', 'Dress161_normal_1001.png', 'Dress161_opacity_1001.png', 'Dress161_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress161.mtl', 'Dress161_diffuse_1001.png', 'Dress161_displacement_1001.png', 'Dress161_metallicroughness_1001.png', 'Dress161_metalness_1001.png', 'Dress161_normal_1001.png', 'Dress161_opacity_1001.png', 'Dress161_roughness_1001.png', 'DSNS_Dress161.obj', 'DSNS_Dress161.pcd', 'kp_DSNS_Dress161.pcd']",Short_NoSleeve,obj,glb,,False,OK
DSSS_Dress014,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSSS_Dress014.glb,True,True,True,True,True,"['Dress014_diffuse_1001.png', 'Dress014_displacement_1001.png', 'Dress014_metallicroughness_1001.png', 'Dress014_metalness_1001.png', 'Dress014_normal_1001.png', 'Dress014_opacity_1001.png', 'Dress014_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress014.mtl', 'Dress014_diffuse_1001.png', 'Dress014_displacement_1001.png', 'Dress014_metallicroughness_1001.png', 'Dress014_metalness_1001.png', 'Dress014_normal_1001.png', 'Dress014_opacity_1001.png', 'Dress014_roughness_1001.png', 'DSSS_Dress014.obj', 'DSSS_Dress014.pcd', 'kp_DSSS_Dress014.pcd']",Short_ShortSleeve,obj,glb,,False,OK
DSSS_dress10,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSSS_dress10.glb,True,True,True,True,True,['texture.png'],"['border.obj', 'border.obj.mtl', 'dress.obj.mtl', 'DSSS_dress10.obj', 'DSSS_dress10.pcd', 'kp_DSSS_dress10.pcd', 'texture.png']",Short_ShortSleeve,obj,glb,,False,OK
DSSS_Dress166,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSSS_Dress166.glb,True,True,True,True,True,"['Dress166_diffuse_1001.png', 'Dress166_displacement_1001.png', 'Dress166_metallicroughness_1001.png', 'Dress166_metalness_1001.png', 'Dress166_normal_1001.png', 'Dress166_opacity_1001.png', 'Dress166_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress166.mtl', 'Dress166_diffuse_1001.png', 'Dress166_displacement_1001.png', 'Dress166_metallicroughness_1001.png', 'Dress166_metalness_1001.png', 'Dress166_normal_1001.png', 'Dress166_opacity_1001.png', 'Dress166_roughness_1001.png', 'DSSS_Dress166.obj', 'DSSS_Dress166.pcd', 'kp_DSSS_Dress166.pcd']",Short_ShortSleeve,obj,glb,,False,OK
DSSS_Dress220,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSSS_Dress220.glb,True,True,True,True,True,"['Dress220_diffuse_1001.png', 'Dress220_displacement_1001.png', 'Dress220_metallicroughness_1001.png', 'Dress220_metalness_1001.png', 'Dress220_normal_1001.png', 'Dress220_opacity_1001.png', 'Dress220_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress220.mtl', 'Dress220_diffuse_1001.png', 'Dress220_displacement_1001.png', 'Dress220_metallicroughness_1001.png', 'Dress220_metalness_1001.png', 'Dress220_normal_1001.png', 'Dress220_opacity_1001.png', 'Dress220_roughness_1001.png', 'DSSS_Dress220.obj', 'DSSS_Dress220.pcd', 'kp_DSSS_Dress220.pcd']",Short_ShortSleeve,obj,glb,,False,OK
DSSS_Dress237,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSSS_Dress237.glb,True,True,True,True,True,"['Dress237_diffuse_1001.png', 'Dress237_displacement_1001.png', 'Dress237_metallicroughness_1001.png', 'Dress237_metalness_1001.png', 'Dress237_normal_1001.png', 'Dress237_opacity_1001.png', 'Dress237_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress237.mtl', 'Dress237_diffuse_1001.png', 'Dress237_displacement_1001.png', 'Dress237_metallicroughness_1001.png', 'Dress237_metalness_1001.png', 'Dress237_normal_1001.png', 'Dress237_opacity_1001.png', 'Dress237_roughness_1001.png', 'DSSS_Dress237.obj', 'DSSS_Dress237.pcd', 'kp_DSSS_Dress237.pcd']",Short_ShortSleeve,obj,glb,,False,OK
DSSS_Dress273,C:\Users\97250\Desktop\Studies\Third year\Final Project\converted_glb\DSSS_Dress273.glb,True,True,True,True,True,"['Dress273_diffuse_1001.png', 'Dress273_displacement_1001.png', 'Dress273_metallicroughness_1001.png', 'Dress273_metalness_1001.png', 'Dress273_normal_1001.png', 'Dress273_opacity_1001.png', 'Dress273_roughness_1001.png']","['border.obj', 'border.obj.mtl', 'Dress273.mtl', 'Dress273_diffuse_1001.png', 'Dress273_displacement_1001.png', 'Dress273_metallicroughness_1001.png', 'Dress273_metalness_1001.png', 'Dress273_normal_1001.png', 'Dress273_opacity_1001.png', 'Dress273_roughness_1001.png', 'DSSS_Dress273.obj', 'DSSS_Dress273.pcd', 'kp_DSSS_Dress273.pcd']",Short_ShortSleeve,obj,glb,,False,OK
